e_uid,region1_nomenclature1,region_nomenclature2,topological_relation,annotation,reference,url,id,v_uid,v_uuid,v_lastmodified,v_status,v_lastmodified_epoch
642,Bed nuclei of the stria terminalis anterolateral area (Swanson-1998),bed nucleus of the stria terminalis; lateral division; intermediate part (Paxinos/Watson-1998),overlap,Relations collated from Table 2; page 197. Refer to this Table for additional references.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),107,642,b63b05eb-b025-57c2-8b98-b6c621261125,2016-05-09 16:57:11,C,1.4628130310509E9
1008,Bed nuclei of the stria terminalis anterolateral area (Swanson-2004),Anterolateral group of the bed nucleus of the stria terminalis (Hammack -2007),is contained,BNSTALG [...] consists of the anterolateral area proper; the oval nucleus; rhomboid nucleus; and the juxtacapsular nucleus of the BNSTALG as defined by Dong and Swanson (2004) (see Fig. 1).,Hammack S.E.; Mania E. & Rainnie D.G.; (2007),http://www.ncbi.nlm.nih.gov/pubmed/17537902,12094,1008,789414e0-a8ca-5c0d-98c5-c779da916bd7,2016-05-09 16:57:11,C,1.4628130310509E9
998,Parabrachial nucleus lateral division internal lateral part (Swanson-1998),Parabrachial nucleus internal lateral nucleus (Moga-Fulwiler-Saper),identical,Collator note: comparison was performed on the basis of Swanson-98 rat Atlas (page 209). the Fulwiler & Saper (1984) parcellation scheme and nomenclature were adopted almost entirely in this Atlas.,Swanson LW; (1998),http://scholar.google.com/scholar?hl=en&q=Swanson LW; (1998),510,998,500e2167-f4d9-5ce5-ac76-4f02ea929968,2016-05-09 16:57:11,C,1.4628130310509E9
519,Anterior hypothalamic area (Swanson-1998),Anterior hypothalamic area (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),289,519,02f6bfc9-ddbe-58b6-91f2-4c950e956091,2016-05-09 16:57:11,C,1.4628130310509E9
820,Bed nuclei of the stria terminals oval nucleus (Swanson-1992),Bed nucleus of the stria terminalis lateral subdivision dorsal part (de Olmos -1985),identical,Collator note: this relation is extracted from Figure 2 page 197. Details about the comparison can be found in cited references. Since BSTLD appears only in this relation; it is assumed here that these two nuclei are identical. ,Dong H.; Petrovich G.D.; Swanson L.W.; (2001),http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=11750933,1814,820,f69c6dcf-cf0f-58f7-875b-860cf52ffcb0,2016-05-09 16:57:11,C,1.4628130310509E9
252,Ansiform lobule crus 2 sublobule a (Swanson-1998),Ansiform lobule crus 2 sublobule a (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),828,252,cac465a1-1bd9-592d-9f63-4d380f72357d,2016-05-09 16:57:11,C,1.4628130310509E9
843,Bed nuclei of the stria terminalis posterior division interfascicular  nucleus (Swanson-1992),bed nucleus of the stria terminalis; medial division; posterolateral part (Paxinos/Watson-1998),is contained,Collator note: this relation is extracted from Figure 2 page 197. Details about the comparison can be found in cited references.,Dong H.; Petrovich G.D.; Swanson L.W.; (2001),http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=11750933,1824,843,7049bb26-8a7f-55e5-9be0-4ece093deb33,2016-05-09 16:57:11,C,1.4628130310509E9
978,Bed nucleus of the stria terminalis subarea 1 (Geeraedts),Zona limitans (Swanson/Cowan),contains,BST1 adjoins the LSNV on its medial side. The cell-poor zona limitans which according to Swanson and Cowan ('79) separates the BST from the LSNV; is considered here as a part of BST1.,Geeraedts L.M.G.; Nieuwenhuys R. & Veening J.G.; (1990),http://www.ncbi.nlm.nih.gov/pubmed/2341624,13956,978,49b7aeb9-9e5a-514b-94ef-7a146618386d,2016-05-09 16:57:11,C,1.4628130310509E9
386,Parabrachial nucleus lateral division external lateral part (Swanson-1998),Parabrachial nucleus lateral division external lateral part (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),508,386,1fd93f27-86f4-5749-b846-a0bea0afe788,2016-05-09 16:57:11,C,1.4628130310509E9
637,Bed nuclei of the stria terminalis oval nucleus (Swanson-1998),bed nucleus of the stria terminalis; lateral division; dorsal part (Paxinos/Watson-1998),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),109,637,bc2b4050-90ea-567d-8487-75ee479f7d54,2016-05-09 16:57:11,C,1.4628130310509E9
683,Bed nuclei of the stria terminalis anterior division anterodorsal area (Swanson-1998),Anterior part of the medial bed nucleus of the stria terminalis (de Olmos - 1995),identical,Collator note: this relation is extracted from Figure 2 page 197. Details about the comparison can be found in cited references. BSTMA appears in a single relationship; only with BSTad; therefore these two nuclei are assumed to be identical.,Dong H.; Petrovich G.D.; Swanson L.W.; (2001),http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=11750933,106,683,6ddc4c77-1cce-5ab0-8d21-a12be6dafa35,2016-05-09 16:57:11,C,1.4628130310509E9
55,Primary visual area (Swanson-1998),Primary visual area (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),699,55,03d23b3c-e221-5c37-8b83-cc5ef5382a8b,2016-05-09 16:57:11,C,1.4628130310509E9
362,Interstitial nucleus of the auditory nerve (Swanson-1998),Interstitial nucleus of the auditory nerve (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),467,362,54bb7e66-c51d-5cd5-bb84-8c4f205d4b16,2016-05-09 16:57:11,C,1.4628130310509E9
838,Bed nuclei of the stria terminalis posterior division principal nucleus (Swanson-1992),bed nucleus of the stria terminalis; medial division; posterolateral part (Paxinos/Watson-1998),overlap,Collator note: this relation is extracted from Figure 2 page 197. Details about the comparison can be found in cited references.,Dong H.; Petrovich G.D.; Swanson L.W.; (2001),http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=11750933,1823,838,b749f590-b9df-5c3b-91ca-8bf6585ff493,2016-05-09 16:57:11,C,1.4628130310509E9
908,Bed nucleus of the stria terminalis lateral division (de Olmos - 1995),Bed nucleus of the stria terminals lateral subdivision (McDonald),overlap,The lateral bed nucleus of the stria terminalis of McDonald (1983) appears to encompass most of the teritory that we have included within our major division of the same name.,Alheid G.F; de Olmos J.S. & Beltramino C.A.; (1995),http://scholar.google.com/scholar?hl=en&q=Alheid G.F; de Olmos J.S. & Beltramino C.A.; (1995),13978,908,765e6770-2937-5b00-bde2-4444caf76096,2016-05-09 16:57:11,C,1.4628130310509E9
491,Medial habenula (Swanson-1998),Medial habenula (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),335,491,6775f71b-02ef-511e-80c3-6fea8bf7ef72,2016-05-09 16:57:11,C,1.4628130310509E9
625,Intermediolateral column of the spinal cord sympathetic column (Swanson-1998),Intermediolateral spinal column; thoracolumbar division (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),624,625,31ffb9e4-9b92-5a2e-bc4d-be270702effa,2016-05-09 16:57:11,C,1.4628130310509E9
818,Bed nuclei of the stria terminals juxtacapsular nucleus (Swanson-1992),Juxtacapsular subnucleus of bed nucleus of stria terminalis (Moga-Fulwiler-Saper),identical,Collator note: this relation is extracted from Figure 2 page 197. Details about the comparison can be found in cited references. BSTJXC appears only in this relationship; therefore these two nuclei are assumed identical.,Dong H.; Petrovich G.D.; Swanson L.W.; (2001),http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=11750933,1815,818,47142e8d-ed55-598a-ac38-0c9b3717b1cf,2016-05-09 16:57:11,C,1.4628130310509E9
32,Taenia tecta dorsal part layer 3 (Swanson-1998),Tenia tecta dorsal part layer 3 (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),660,32,c9b7a617-dc06-5ddd-ad94-3bd9238f2198,2016-05-09 16:57:11,C,1.4628130310509E9
636,Bed nuclei of the stria terminalis juxtacapsular nucleus (Swanson-1998),bed nucleus of the stria terminalis; lateral division; juxtacapsular part (Paxinos/Watson-1998),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),110,636,55d87c17-7e56-5c9f-a224-2fb8363fa7db,2016-05-09 16:57:11,C,1.4628130310509E9
903,Ventral part of the medial bed nucleus of the stria terminalis (de Olmos - 1995),Ventral medial subnucleus of bed nucleus of stria terminalis (Moga-Fulwiler-Saper),overlap,The ventral medial subnucleus of Moga et al. (1989) corresponds partly to the ventral part of the medial bed nucleus of the current account (BSTMV). Their VM also seems to encompass portions of our ventral part of the lateral bed nucleus (BSTLV...). ,Alheid G.F; de Olmos J.S. & Beltramino C.A.; (1995),http://scholar.google.com/scholar?hl=en&q=Alheid G.F; de Olmos J.S. & Beltramino C.A.; (1995),13971,903,6344e14a-b5f1-55ab-8fcb-5f9da9ce5127,2016-05-09 16:57:11,C,1.4628130310509E9
46,Cortical nucleus of the amygdala posterior part lateral zone (Swanson-1998),Cortical amygdalar area posterior part lateral zone (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),679,46,e8fff874-17a3-5159-9ae6-0d76cdc52132,2016-05-09 16:57:11,C,1.4628130310509E9
984,Bed nucleus of stria terminalis group b (Bleier),Bed nucleus of the stria terminalis subarea 2 (Geeraedts),overlap,Within the BST five cytoarchitectonic subareas can reliably be identified. These subareas correspond roughly with the cell groups a-e of the BST of Bleier et al. ('79); respectively. Collator note: we assumed the most general topological relationship between these two regions; that of "overlap".,Geeraedts L.M.G.; Nieuwenhuys R. & Veening J.G.; (1990),http://www.ncbi.nlm.nih.gov/pubmed/2341624,13951,984,89bd2078-d574-58c6-bde7-ac2c610c3909,2016-05-09 16:57:11,C,1.4628130310509E9
66,Agranular insular area dorsal part (Swanson-1998),Agranular insular area dorsal part (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),702,66,9530353d-83ce-5f41-b916-12466d802d9f,2016-05-09 16:57:11,C,1.4628130310509E9
218,Central lobule (Swanson-1998),Central lobule (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),792,218,8ea6cb52-95e9-5565-9768-6737b753940f,2016-05-09 16:57:11,C,1.4628130310509E9
500,Periaqueductal gray rostrolateral division (Swanson-1998),Periaqueductal gray rostrolateral division (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),543,500,d1215fc9-62bd-59c1-b5aa-863bcb096b6a,2016-05-09 16:57:11,C,1.4628130310509E9
120,Dentate gyrus medial blade molecular layer (Swanson-1998),Dentate gyrus medial blade molecular layer (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),754,120,8745493f-a7fb-58e2-b43e-006575347e6e,2016-05-09 16:57:11,C,1.4628130310509E9
94,Field CA1 pyramidal layer (Swanson-1998),Field CA1 pyramidal layer (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),730,94,92f45e9a-e603-5e1b-8703-f62407c8823e,2016-05-09 16:57:11,C,1.4628130310509E9
763,Bed nuclei of the stria terminalis juxtacapsular nucleus (Swanson-1998),Bed nuclei of the stria terminals juxtacapsular nucleus (Swanson-1992),identical,Collator note: these brain regions do not differ from one atlas version to the other. Therefore they are assumed to be identical.,Swanson LW; (1998),http://scholar.google.com/scholar?hl=en&q=Swanson LW; (1998),110,763,04c6292f-2499-5b9a-bfb0-24395fbd2334,2016-05-09 16:57:11,C,1.4628130310509E9
236,Pyramus (Swanson-1998),Pyramus (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),808,236,3e634132-2525-54fb-b8da-bf6457b88d7d,2016-05-09 16:57:11,C,1.4628130310509E9
583,Supraoptic nucleus proper (Swanson-1998),Supraoptic nucleus; proper (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),1697,583,8a21d6fb-c201-5888-88e4-6d1fe49a5d80,2016-05-09 16:57:11,C,1.4628130310509E9
