,ID,First_author,Published,Title,Journal,Species
1181,1322,"Caserta, MT",1994,Neuropeptide Y immunoreactive neurons in murine trisomy 16 cortical cultures. Plasticity of expression and differentiation.,257,Mouse
1182,1323,"Casini, A",2011,Choline acetyltransferase of the common type immunoreactivity in the rat brain following different heroin treatments: a pilot study.,14,Rat
1183,1324,"Castelli, MP",2013,Regional distribution of 5alpha-reductase type 2 in the adult rat brain: an immunohistochemical analysis.,258,Mouse
1184,1325,"Castillo, L",2000,[Epidermal growth factor-responsive precursors with similar properties isolated from embryonic rat septum and striatum]. [Spanish],259,
1185,1326,"Casu, MA",2004,Immunocytochemical study of the forebrain serotonergic innervation in Sardinian alcohol-preferring rats.,93,Rat
1186,1327,"Cattano, D",2008,Potential of xenon to induce or to protect against neuroapoptosis in the developing mouse brain.,260,Mouse
1187,1328,"Cearly, CN",2008,Expanded repertoire of AAV vector serotypes mediate unique patterns of transduction in mouse brain.,261,Mouse
1188,1329,"Cebral, E",2006,Neostriatal cytoskeleton changes following perinatal asphyxia: effect of hypothermia treatment.,61,Rat
1189,1330,"Cenci, MA",1993,"Neuropeptide messenger RNA expression in the 6-hydroxydopamine-lesioned rat striatum reinnervated by fetal dopaminergic transplants: differential effects of the grafts on preproenkephalin, preprotachykinin and prodynorphin messenger RNA levels.",11,Rat
1190,1331,"Cenci, MA",1992,Dopaminergic transplants normalize amphetamine- and apomorphine-induced Fos expression in the 6-hydroxydopamine-lesioned striatum.,11,Rat
1191,1332,"Centini, C",2007,Sleep research in space: expression of immediate early genes in forebrain structures of rats during the nasa neurolab mission (STS-90).,95,
1192,1333,"Chakraborty, J",2014,Profilin-2 increased expression and its altered interaction with beta-actin in the striatum of 3-nitropropionic acid-induced Huntington's disease in rats.,11,Rat
1193,1334,"Chakravarthy, S",2008,Cre-dependent expression of multiple transgenes in isolated neurons of the adult forebrain.,13,Mouse
1194,1335,"Chalmers, DT",1991,Comparative anatomical distribution of 5-HT1A receptor mRNA and 5-HT1A binding in rat brain--a combined in situ hybridisation/in vitro receptor autoradiographic study.,21,Rat
1195,1336,"Chang, HT",1988,Dopamine-acetylcholine interaction in the rat striatum: a dual-labeling immunocytochemical study.,30,Rat
1196,1337,"Chang, HT",1981,Single neostriatal efferent axons in the globus pallidus: a light and electron microscopic study.,262,Rat
1197,1338,"Chang, SL",1990,The fos proto-oncogene protein: regulation by morphine in the rat hypothalamus.,263,Rat
1198,1339,"Chao, HM",1990,Glucocorticoid regulation of preproenkephalin messenger ribonucleic acid in the rat striatum.,166,Rat
1199,1340,"Chaturvedi, RK",2003,Effect of glial cell line-derived neurotrophic factor (GDNF) co-transplantation with fetal ventral mesencephalic cells (VMC) on functional restoration in 6-hydroxydopamine (6-OHDA) lesioned rat model of Parkinson's disease,76,Rat
1200,1341,"Chen, L",2014,The role of exogenous neural stem cells transplantation in cerebral ischemic stroke,264,Rat
1201,1343,"Chen, Q",1996,Cellular distribution of the NMDA receptor NR2A/2B subunits in the rat striatum.,21,Rat
1202,1344,"Chen, ST",1988,Distribution of neurotensin-like immunoreactivity in the central nervous system of the Formosan monkey.,265,
1203,1345,"Chen, ST",1990,Ontogeny of the FMRFamide-immunoreactivity in the rat forebrain and diencephalon.,265,Rat
1204,1346,"Cheng, HW",1994,Response of striatal astrocytes to neuronal deafferentation: an immunocytochemical and ultrastructural study.,11,Rat
1205,1347,"Cheng, X",2011,Acidic fibroblast growth factor delivered intranasally induces neurogenesis and angiogenesis in rats after ischemic stroke.,40,Rat
1206,1348,"Chesselet, MF",1989,Regional differences in substance P-like immunoreactivity in the striatum correlate with levels of pre-protachykinin mRNA.,8,Rat
1207,1349,"Chiusaroli, R",2010,Antipsychotic-like effects of the N-methyl-D-aspartate receptor modulator neboglamine: an immunohistochemical and behavioural study in the rat.,163,Rat
1208,1350,"Cho, SI",2012,Extremely low-frequency magnetic fields modulate nitric oxide signaling in rat brain.,266,Rat
1209,1351,"Choi, HK",1993,Dopaminergic neurons grown in three-dimensional reaggregate culture for periods of up to one year.,109,
1210,1352,"Choi, WS",1993,Immunocytochemical localization of dopamine-releasing protein in the rat adrenal.,89,Rat
1211,1353,"Cholanians, AB",2016,From the Cover: Arsenic Induces Accumulation of alpha-Synuclein: Implications for Synucleinopathies and Neurodegeneration.,145,Mouse
1212,1354,"Chung, YH",2002,Enhanced expression of p53 in reactive astrocytes following transient focal ischemia.,40,Rat
1213,1355,"Clapp-Lilly, KL",1999,An ultrastructural analysis of tissue surrounding a microdialysis probe.,109,
1214,1356,"Clarke, DJ",1990,Synaptic connections formed by grafts of different types of cholinergic neurons in the host hippocampus.,18,Rat
1215,1357,"Clarner, T",2014,Astroglial redistribution of aquaporin 4 during spongy degeneration in a Canavan disease mouse model.,79,Mouse
1216,1358,"Clemett, DA",2000,Immunohistochemical localisation of the 5-HT2C receptor protein in the rat CNS.,59,Rat
1217,1359,,0,,,
1218,1360,"Cole, RL",2005,Differential distribution of voltage-gated calcium channel alpha-2 delta (alpha2delta) subunit mRNA-containing cells in the rat central nervous system and the dorsal root ganglia.,12,Rat
1219,1361,"Collin, T",2005,Quantitative analysis of the generation of different striatal neuronal subtypes in the adult brain following excitotoxic injury.,18,Rat
1220,1362,"Colombo, JA",1996,Regional differences in in vitro growth of neural cell processes during development.,76,Rat
1221,1363,"Comin, D",2010,Vitamin E improves learning performance and changes the expression of nitric oxide-producing neurons in the brains of diabetic rats.,55,Rat
1222,1364,"Commons, KF",2009,Coincidence of neurokinin 1 receptor with the vesicular glutamate transporter 3 (VGLUT3) in the rat forebrain.,8,Rat
1223,1365,"Conner, JM",1992,Distribution of nerve growth factor-like immunoreactive neurons in the adult rat brain following colchicine treatment.,12,Rat
1224,1366,"Cork, RJ",1998,A web-accessible digital atlas of the distribution of nitric oxide synthase in the mouse brain.,267,Mouse
1225,1367,"Costatini, LC",1999,Gene transfer to the nigrostriatal system by hybrid herpes simplex virus/adeno-associated virus amplicon vectors,81,Rat
1226,1368,"Cowan, RL",1990,Parvalbumin-containing GABAergic interneurons in the rat neostriatum.,12,Rat
1227,1369,"Craig, CG",1996,In vivo growth factor expansion of endogenous subependymal neural precursor cell populations in the adult mouse brain.,7,Mouse
1228,1370,"Curras-Collazo, MC",2002,Reduced susceptibility of magnocellular neuroendocrine nuclei of the rat hypothalamus to transient focal ischemia produced by middle cerebral artery occlusion.,18,Rat
1229,1371,"Cuzon Carlson, CV",2011,Subsets of Spiny Striosomal Striatal Neurons Revealed in the Gad1-GFP BAC Transgenic Mouse.,32,
1230,1372,"d'Amora, M",2010,Expression pattern of mUBPy in the brain and sensory organs of mouse during embryonic development.,21,
1231,1373,"Daberkow, DP",2007,Arc mRNA induction in striatal efferent neurons associated with response learning.,2,Rat
1232,1374,"Dal Toso, R",1988,Development and survival of neurons in dissociated fetal mesencephalic serum-free cell cultures: I. Effects of cell density and of an adult mammalian striatal-derived neuronotrophic factor (SDNF).,7,Mouse
1233,1375,"Dalia, A",1988,Development and survival of neurons in dissociated fetal mesencephalic serum-free cell cultures: I. Effects of cell density and of an adult mammalian striatal-derived neuronotrophic factor (SDNF).,7,Rat
1234,1376,"Dall, AM",2002,Quantitative [18F]fluorodopa/PET and histology of fetal mesencephalic dopaminergic grafts to the striatum of MPTP-poisoned minipigs.,88,Minipig
1235,1377,"Danger, JM",1990,Neuropeptide Y: localization in the central nervous system and neuroendocrine functions,268,
1236,1378,"Danielisova, V",2004,The effect of preconditioning on the iron deposition after transient forebrain ischemia in rat brain.,95,Rat
1237,1379,"Danilov, AI",2012,Ectopic ependymal cells in striatum accompany neurogenesis in a rat model of stroke.,11,Rat
1238,1380,"Darsalia, V",2007,"Survival, migration and neuronal differentiation of human fetal striatal and cortical neural stem cells grafted in stroke-damaged rat striatum.",2,Rat
1239,1381,"Darsalia, V",2005,Stroke-induced neurogenesis in aged brain.,269,Rat
1240,1382,"Date, I",1996,Cografting with polymer-encapsulated human nerve growth factor-secreting cells and chromaffin cell survival and behavioral recovery in hemiparkinsonian rats.,137,Rat
1241,1383,"Date, I",1994,Increased nerve growth factor level in the distal stump of transected sciatic nerve in relation to aging and its application for neural grafting.,18,Mouse
1242,1384,,0,,,
1243,1385,"Dauth, S",2011,Cathepsin K deficiency in mice induces structural and metabolic changes in the central nervous system that are associated with learning and memory deficits.,31,Mouse
1244,1386,"Davoli, MA",2002,Immunohistochemical and biochemical assessment of caspase-3 activation and DNA fragmentation following transient focal ischemia in the rat.,11,Rat
1245,1387,"de Quidt, ME",1986,Distribution of neuropeptide Y-like immunoreactivity in the rat central nervous system--II. Immunohistochemical analysis.,11,Rat
1246,1388,"Deacon, T",1998,Blastula-stage stem cells can differentiate into dopaminergic and serotonergic neurons after transplantation.,18,Rodent
1247,1389,"Dejneka, NS",1997,Localization and characterization of stannin: relationship to cellular sensitivity to organotin compounds.,86,Rat
1248,1390,"Del Moral, ML",2004,Immunohistochemistry of neuronal nitric oxide synthase and protein nitration in the striatum of the aged rat.,10,Rat
1249,1391,"Del Rio, JA",1992,Development of GABA-immunoreactivity in the neocortex of the mouse.,12,Mouse
1250,1392,"Deng, X",2013,Co-transplantation of GDNF-overexpressing neural stem cells and fetal dopaminergic neurons mitigates motor symptoms in a rat model of Parkinson's disease.,13,Rat
1251,1393,"Depboylu, C",2014,Transcriptional and structural plasticity of tyrosine hydroxylase expressing neurons in both striatum and nucleus accumbens following dopaminergic denervation.,14,
1252,1394,"Derer, P",1993,Ontogenesis of NADPH-diaphorase neurons in the mouse forebrain.,8,Mouse
1253,1395,"Descarries, L",1997,Diffuse transmission by acetylcholine in the CNS,270,
1254,1396,"Diaz-Perez, RN",2016,Histopathological alterations in the striatum caused by Karwinskia humboldtiana (Buckthorn) fruit in an experimental model of peripheral neuropathy.,74,Rat
1255,1397,"Diaz-Ruiz, O",2012,Attenuated response to methamphetamine sensitization and deficits in motor learning and memory after selective deletion of beta-catenin in dopamine neurons.,271,Mouse
1256,1398,"Dietrich, WD",1992,Intraventricular infusion of N-methyl-D-aspartate. 2. Acute neuronal consequences.,63,Rat
1257,1399,"Dietrich, WD",1991,Interrelationships between increased vascular permeability and acute neuronal damage following temperature-controlled brain ischemia in rats.,63,Rat
1258,1400,"DiFiglia, M",1988,Neuronal organization of fetal striatal grafts in kainate- and sham-lesioned rat caudate nucleus: light- and electron-microscopic observations.,7,Rat
1259,1401,"DiFiglia, M",1987,Cytochrome oxidase activity in the rat caudate nucleus: light and electron microscopic observations.,12,Rat
1260,1402,"Diguet, W",2009,Normal aging modulates the neurotoxicity of mutant huntingtin.,13,Rat
1261,1403,"Ding, JD",2004,Distribution of soluble guanylyl cyclase in the rat brain.,12,Rat
1262,1404,"Ding, M",2000,"Quantitative immunochemistry on neuronal loss, reactive gliosis and BBB damage in cortex/striatum and hippocampus/amygdala after systemic kainic acid administration.",86,Rat
1263,1405,"Dinopoulos, A",1995,The development of the serotonergic fiber network of the lateral ventricles of the rat brain: a light and electron microscopic immunocytochemical analysis.,18,Rat
1264,1406,"Dinopolous, A",1989,Neurochemical heterogeneity among corticofugal and callosal projections.,18,Rat
1265,1407,"Dobrossy, MD",2008,Environmental housing and duration of exposure affect striatal graft morphology in a rodent model of Huntington's disease.,88,Rat
1266,1408,"Domaradzka-Pytel, B",2000,Immunohistochemical study of microglial and astroglial cells during postnatal development of rat striatum.,272,Rat
1267,1409,"Dong, X",2012,Adenovirus vector-based in vitro neuronal cell model for Huntington's disease with human disease-like differential aggregation and degeneration.,273,Mouse
1268,1410,"Dori, A",2000,Striatal matrix neurons of the rat differentiate in culture from dissociated fetal progenitor cells isolated by buoyant density centrifugation.,8,Rat
1269,1411,"Dos-Santos, M",2018,Cocaine increases dopaminergic connectivity in the nucleus accumbens.,22,
1270,1412,"Doucet, G",1990,Effect of Prior Dopamine Denervation on Survival and Fiber Outgrowth from Intrastriatal Fetal Mesencephalic Grafts.,2,Rat
1271,1413,"Du, XX",2012,Curcumin protects nigral dopaminergic neurons by iron-chelation in the 6-hydroxydopamine rat model of Parkinson's disease.,220,Rat
1272,1414,"Duan, WM",2000,Enhancement of nigral graft survival in rat brain with the systemic administration of synthetic fibronectin peptide V.,11,Rat
1273,1415,"Duan, WM",1997,Addition of allogeneic spleen cells causes rejection of intrastriatal embryonic mesencephalic allografts in the rat.,11,Rat
1274,1416,"Duan, WM",1993,Sequential intrastriatal grafting of allogeneic embryonic dopamine-rich neuronal tissue in adult rats: will the second graft be rejected?.,11,Rat
1275,1417,"Dube, L",1988,Identification of synaptic terminals of thalamic or cortical origin in contact with distinct medium-size spiny neurons in the rat neostriatum.,12,Rat
1276,1418,"Dumartin, B",1998,Internalization of D1 dopamine receptor in striatal neurons in vivo as evidence of activation by dopamine agonists.,7,Rat
1277,1419,"Echeverry, MB",2004,Acute and delayed restraint stress-induced changes in nitric oxide producing neurons in limbic regions.,11,Rat
1278,1420,"Edvinsson, L",2011,Cerebellar distribution of calcitonin gene-related peptide (CGRP) and its receptor components calcitonin receptor-like receptor (CLR) and receptor activity modifying protein 1 (RAMP1) in rat.,106,Rat
