"ID";"First_author";"Published";"Title";"Journal";"Species"
1463;"Gabbott, PL";2005,00;"Prefrontal cortex in the rat: projections to subcortical autonomic, motor, and limbic centers.";12;"Rat"
1464;"Gage, FH";1989,00;"NGF receptor reexpression and NGF-mediated cholinergic neuronal hypertrophy in the damaged adult neostriatum.";192;"Rat"
1465;"Gallentoft, L";2016,00;"Impact of degradable nanowires on long-term brain tissue responses.";277;"Rat"
1466;"Galvin, KA";2003,00;"Continuous low-dose treatment with brain-derived neurotrophic factor or neurotrophin-3 protects striatal medium spiny neurons from mild neonatal hypoxia/ischemia: a stereological study.";11;"Rat"
1467;"Gao, F";2010,00;"Protective effects of repetitive transcranial magnetic stimulation in a rat model of transient cerebral ischaemia: a microPET study.";152;"Rat"
1468;"Gao, P";2017,00;"A neuronal activation correlate in striatum and prefrontal cortex of prolonged cocaine intake.";22;"Rat"
1469;"Gao, X";2013,00;"Up-regulating blood brain barrier permeability of nanoparticles via multivalent effect.";278;"Mouse"
1470;"Garcia, JH";1997,00;"Incomplete infarct and delayed neuronal death after transient middle cerebral artery occlusion in rats.";269;"Rat"
1471;"Garcia, JH";1995,00;"Neuronal necrosis after middle cerebral artery occlusion in Wistar rats progresses at different time intervals in the caudoputamen and the cortex.";269;"Rat"
1472;"Garcia, MM";1995,00;"Alterations in immediate-early gene proteins in the rat forebrain induced by acute morphine injection.";21;"Rat"
1473;"Garcia-Miralles, M";2018,00;"Laquinimod Treatment Improves Myelination Deficits at the Transcriptional and Ultrastructural Levels in the YAC128 Mouse Model of Huntington Disease.";158;"Mouse"
1474;"Gartziandia, O";2016,00;"Intranasal Administration of chitosan-Coated Nanostructured Lipid Carriers Loaded with GDNF Improves Behavioral and Histological Recovery in a Partial Lesion Model of Parkinson's Disease.";264;
1475;"Gehrmann, J";1992,00;"Immunocytochemical study of an early microglial activation in ischemia.";57;"Rat"
1476;"Georgievska, B";2004,00;"Dissociation between short-term increased graft survival and long-term functional improvements in Parkinsonian rats overexpressing glial cell line-derived neurotrophic factor.";2;"Rat"
1477;"German, DC";2001,00;"Selective neurodegeneration, without neurofibrillary tangles, in a mouse model of Niemann-Pick C disease.";12;"Mouse"
1478;"Gerstein, M";2005,00;"Remodeling of hippocampal GABAergic system in adult offspring after maternal hypoxia and magnesium sulfate load: immunohistochemical study.";18;"Mouse"
1479;"Gertz, K";2012,00;"Essential role of interleukin-6 in post-stroke angiogenesis.";165;"Mouse"
1480;"Ghodsi, A";1998,00;"Extensive beta-glucuronidase activity in murine central nervous system after adenovirus-mediated gene transfer to brain.";81;"Mouse"
1481;"Gholizadeh, S";2013,00;"Transduction of the central nervous system after intracerebroventricular injection of adeno-associated viral vectors in neonatal and juvenile mice.";81;"Mouse"
1482;"Giampa, C";2006,00;"Striatal modulation of cAMP-response-element-binding protein (CREB) after excitotoxic lesions: implications with neuronal vulnerability in Huntington's disease.";2;"Rat"
1483;"Gibbs, RB";1990,00;"Sex steroids and fos expression in the CNS of prepubertal and newborn rats.";106;"Rat"
1484;"Gibbs, RB";1989,00;"Expression of NGF receptor in the rat forebrain detected with in situ hybridization and immunohistochemistry.";21;"Rat"
1485;"Gibbs, RB";1996,00;"Expression of estrogen receptor-like immunoreactivity by different subgroups of basal forebrain cholinergic neurons in gonadectomized male and female rats.";21;"Rat"
1486;"Gilmore, JH";1993,00;"Postmortem stability of dopamine D1 receptor mRNA and D1 receptors.";21;"Rat"
1487;"Gimenez, U";2016,00;"Microscopic DTI accurately identifies early glioma cell migration: correlation with multimodal imaging in a new glioma stem cell model.";181;"Mouse"
1488;"Giorgi, S";2001,00;"Parafascicular thalamic nucleus deafferentation reduces c-fos expression induced by dopamine D-1 receptor stimulation in rat striatum.";11;"Rat"
1489;"Giorgi, S";1997,00;"The parafascicular thalamic nucleus modulates messenger RNA encoding glutamate decarboxylase 67 in rat striatum.";11;"Rat"
1490;"Glass, R";2005,00;"Glioblastoma-induced attraction of endogenous neural precursor cells is associated with improved survival.";7;"Mouse"
1491;"Gliddon, CM";2009,00;"Cellular distribution of the neutral amino acid transporter subtype ASCT2 in mouse brain.";46;"Mouse"
1492;"Gomes, FV";2015,00;"Decreased glial reactivity could be involved in the antipsychotic-like effect of cannabidiol.";279;"Rat"
1493;"Gonzales-Burgos, I";2007,00;"Long-term study of dendritic spines from hippocampal CA1 pyramidal cells, after neuroprotective melatonin treatment following global cerebral ischemia in rats.";8;"Rat"
1494;"Gonzalez-Franco, DA";2017,00;"Differential Arc protein expression in dorsal and ventral striatum after moderate and intense inhibitory avoidance training.";280;"Rat"
1495;"Gonzalez-Perez, O";2001,00;"Prednisone induces anxiety and glial cerebral changes in rats.";281;"Rat"
1496;"Goodenough, S";2000,00;"Cell death and immunohistochemistry of p53, c-Fos and c-Jun after spermine injection into the rat striatum.";25;"Rat"
1497;"Goodliffe, JW";2018,00;"Differential changes to D1 and D2 medium spiny neurons in the 12-month-old Q175+/- mouse model of Huntington's Disease.";13;"Mouse"
1498;"Goto, S";1995,00;"Survival of neurons containing the enzyme nicotinamide adenine dinucleotide phosphate (NADPH) diaphorase in static slice cultures of adult rat striatum.";8;"Rat"
1499;"Gotti, S";2005,00;"Distribution of nitric oxide synthase immunoreactivity in the mouse brain.";10;"Mouse"
1500;"Graham, MD";2015,00;"Ovarian steroids alter dopamine receptor populations in the medial preoptic area of female rats: implications for sexual motivation, desire, and behaviour.";2;"Rat"
1501;"Gras, C";2002,00;"A third vesicular glutamate transporter expressed by cholinergic and serotoninergic neurons.";7;"Rat"
1502;"Grasso, G";2009,00;"Neuroprotective effect of erythropoietin and darbepoetin alfa after experimental intracerebral hemorrhage.";111;"Rat"
1503;"Gray, JD";2007,00;"Methylphenidate administration to juvenile rats alters brain areas involved in cognition, motivated behaviors, appetite, and stress.";7;"Rat"
1504;"Gregersen, R";2000,00;"Microglia and macrophages are the major source of tumor necrosis factor in permanent middle cerebral artery occlusion in mice.";57;"Mouse"
1505;"Grosse, G";2005,00;"Area-specific effects of brain-derived neurotrophic factor (BDNF) genetic ablation on various neuronal subtypes of the mouse brain.";21;"Mouse"
1506;"Grossman, SP";1978,00;"Aphagia and adipsia after preferential destruction of nerve cell bodies in hypothalamus.";262;"Rat"
1507;"Guan, J";1999,00;"The effects of the N-terminal tripeptide of insulin-like growth factor-1, glycine-proline-glutamate in different regions following hypoxic-ischemic brain injury in adult rats.";11;"Rat"
1508;"Guidetti, P";2001,00;"Early degenerative changes in transgenic mice expressing mutant huntingtin involve dendritic abnormalities but no impairment of mitochondrial energy production.";18;"Mouse"
1509;"Guilarte, TR";2003,00;"Methamphetamine-induced deficits of brain monoaminergic neuronal markers: distal axotomy or neuronal plasticity.";11;"Rat"
1510;"Guo, GQ";2007,00;"[Distribution of neuronal nitric oxide synthase-immunopositive neurons in rat corpus striatum and their ultrastructures]. [Chinese]";;"Rat"
1511;"Guo, YL";2011,00;"[Effect of picroside II on expressions of TLR4 and NFkappaB in rats with cerebral ischemia reperfusion injury]. [Chinese]";;"Rat"
1512;"Hall, KD";2010,00;"Diffuse traumatic brain injury initially attenuates and later expands activation of the rat somatosensory whisker circuit concomitant with neuroplastic responses.";21;"Rat"
1513;"Hamel, E";1987,00;"Opioid receptors in rat neostriatum: radioautographic distribution at the electron microscopic level.";21;"Rat"
1514;"Haque, NS";1995,00;"In vivo effects of kFGF on embryonic nigral grafts in a rat model of Parkinson's disease.";142;"Rat"
1515;"Hardt, O";2008,00;"Gene expression analysis defines differences between region-specific GABAergic neurons.";106;"Rat"
1516;"Hargus, G";2008,00;"Tenascin-R promotes neuronal differentiation of embryonic stem cells and recruitment of host-derived neural precursor cells after excitotoxic lesion of the mouse striatum.";118;"Mouse"
1517;"Harich, S";2008,00;"Neonatal lesions of the entorhinal cortex induce long-term changes of limbic brain regions and maze learning deficits in adult rats.";11;"Rat"
1518;"Hase, Y";2012,00;"Cilostazol, a phosphodiesterase inhibitor, prevents no-reflow and hemorrhage in mice with focal cerebral ischemia.";18;"Mouse"
1519;"Hawkes, C";2003,00;"Insulin-like growth factor-II/mannose-6-phosphate receptor: widespread distribution in neurons of the central nervous system including those expressing cholinergic phenotype.";12;"Rat"
1520;"Hedlund, E";2008,00;"Embryonic stem cell-derived Pitx3-enhanced green fluorescent protein midbrain dopamine neurons survive enrichment by fluorescence-activated cell sorting and function in an animal model of Parkinson's disease.";118;"Rat"
1521;"Hefner, KE";2007,00;"Dipyridamole promotes changes in calbindin-D28k and tyrosine hydroxylase expression in neonatal rats.";282;"Rat"
1522;"Heidenreich, BA";1994,00;"A methodology for determining the patch-matrix compartmental location of extracellular single-unit recordings in the striatum of freely moving rats.";109;
1523;"Heldt, SA";2007,00;"Forebrain and midbrain distribution of major benzodiazepine-sensitive GABAA receptor subunits in the adult C57 mouse as assessed with in situ hybridization.";11;"Mouse"
1524;"Hemmendinger, LM";1981,00;"Target neuron-specific process formation by embryonic mesencephalic dopamine neurons in vitro.";6;"Mouse"
1525;"Herdegen, T";1995,00;"Basal expression of the inducible transcription factors c-Jun, JunB, JunD, c-Fos, FosB, and Krox-24 in the adult rat brain.";12;"Rat"
1526;"Herman, JP";1988,00;"Distorted development of intracerebral grafts: long-term maintenance of tyrosine hydroxylase-containing neurons in grafts of cortical tissue.";21;"Rat"
1527;"Herrera, DG";1999,00;"Adult-derived neural precursors transplanted into multiple regions in the adult brain.";104;"Mouse"
1528;"Hersch, SM";1995,00;"Electron microscopic analysis of D1 and D2 dopamine receptor proteins in the dorsal striatum and their synaptic relationships with motor corticostriatal afferents.";7;"Rat"
1529;"Hersch, SM";1994,00;"Distribution of m1-m4 muscarinic receptor proteins in the rat striatum: light and electron microscopic immunocytochemistry using subtype-specific antibodies.";7;"Rat"
1530;"Hicks, AU";2008,00;"Long-term assessment of enriched housing and subventricular zone derived cell transplantation after focal ischemia in rats.";21;"Rat"
1531;"Higuchi, T";1997,00;"Effects of severe global ischemia on N-acetylaspartate and other metabolites in the rat brain.";283;"Rat"
1532;"Higuchi, Y";1996,00;"Increased neurons containing neuronal nitric oxide synthase in the brain of a hypoxic-ischemic neonatal rat model.";125;"Rat"
1533;"Hill, JA Jr";1993,00;"Immunocytochemical localization of a neuronal nicotinic receptor: the beta 2-subunit.";7;"Rat"
1534;"Hlavaty, J";2017,00;"Tropism, intracerebral distribution, and transduction efficiency of HIV- and SIV-based lentiviral vectors after injection into the mouse brain: a qualitative and quantitative in vivo study.";121;"Mouse"
1535;"Hobbs, CE";2008,00;"Neonatal rat hypoxia-ischemia: long-term rescue of striatal neurons and motor skills by combined antioxidant-hypothermia treatment.";284;"Rat"
1536;"Hohmann, AG";2000,00;"Localization of cannabinoid CB(1) receptor mRNA in neuronal subpopulations of rat striatum: a double-label in situ hybridization study.";5;"Rat"
1537;"Holley, SM";2015,00;"Enhanced GABAergic Inputs Contribute to Functional Alterations of Cholinergic Interneurons in the R6/2 Mouse Model of Huntington's Disease.";115;"Mouse"
1538;"Horner, KA";2006,00;"Multiple high doses of methamphetamine increase the number of preproneuropeptide Y mRNA-expressing neurons in the striatum of rat via a dopamine D1 receptor-dependent mechanism.";212;"Rat"
1539;"Hovakimyan, M";2012,00;"Survival of transplanted human neural stem cell line (ReNcell VM) into the rat brain with and without immunosuppression.";285;"Rat"
1540;"Hovakimyan, M";2006,00;"Mesencephalic human neural progenitor cells transplanted into the neonatal hemiparkinsonian rat striatum differentiate into neurons and improve motor behaviour.";27;"Rat"
1541;"Howorth, PW";2009,00;"Retrograde adenoviral vector targeting of nociresponsive pontospinal noradrenergic neurons in the rat in vivo.";12;"Rat"
1542;"Hozumi, Y";2015,00;"Involvement of diacylglycerol kinase beta in the spine formation at distal dendrites of striatal medium spiny neurons.";21;"Mouse"
1543;"Hu, JY";1999,00;"Effect of tetrahydropalmatine analogs on Fos expression induced by formalin-pain.";162;
1544;"Hu, Z";1996,00;"Exposure of postnatal rats to glucocorticoids suppresses the development of choline acetyltransferase-immunoreactive neurons: role of adrenal steroids in the development of forebrain cholinergic neurons.";14;"Rat"
1545;"Huang, CB";1998,00;"Immunohistochemical localization of cytochrome P450 enzymes 2C and 4A in the normal rat brain.";178;"Rat"
1546;"Huang, SY";2018,00;"Neuroanatomical and electrophysiological recovery in the contralateral intact cortex following transient focal cerebral ischemia in rats.";40;"Rat"
1547;"Huang, Y";2012,00;"[Alternation of proteins in brain of Parkinson's disease model rats after the transplantation of TH-NTN gene modified bone marrow mesenchymal stem cells]. [Chinese]";178;"Rat"
1548;"Huffaker, TK";1989,00;"Xenografting of fetal pig ventral mesencephalon corrects motor asymmetry in the rat model of Parkinson's disease.";25;"Rat"
1549;"Hundahl, C";2006,00;"Does neuroglobin protect neurons from ischemic insult? A quantitative investigation of neuroglobin expression following transient MCAo in spontaneously hypertensive rats.";21;"Rat"
1550;"Hurn, PD";2007,00;"T- and B-cell-deficient mice with experimental stroke have reduced lesion size and inflammation.";57;"Mouse"
